trending_date,title,channel_title,category_id,tags,views,likes,dislikes,comment_count
17.17.11,ரெய்டு குறித்து விவேக் செய்தியாளர�?சந்திப்ப�?| Jaya TV CEO Vivek Press Meet Regarding IT Dept Raids,Puthiya Thalaimurai TV,25,IT Raid|"Tamil Live News"|"Dhivakaran"|"Jaya Tv"|"Raid At Jaya TV"|"vivek jayaraman"|"Sasikala Family Raid"|"Puthiya Thalaimurai"|"jazz cinemas sasikala"|"puthiya thalaimurai news today morning"|"tamil latest news"|"Tamil News Today"|"sun news today 7.30pm"|"Nerpada Pesu"|"TTV Raid"|"Vivek"|"IT Dept Raids"|"Krishnapriya",164442,526,348,237
17.17.11,ScoopWhoop: When Someone Questions Your Aukaat,ScoopWhoop,10,ScoopWhoop|"India"|"funny"|"New"|"Manma Emotion"|"When Someone Questions Your Aukaat"|"Brand Factory"|"ScoopWhoop Videos"|"Must Watch"|"Shopping"|"Friend"|"Roommate",41929,1907,128,49
17.17.11,TYPES OF STUDENTS IN A CLASSROOM - | Elvish Yadav |,Elvish yadav,23,TYPES OF STUDENTS ELVISH YADAV|"elvish yadav"|"elvish yadav new video"|"elvish yadav latest video"|"elvish yadav vines"|"elvish yadav videos"|"students video"|"types of students in a class"|"omprakash new song"|"sot lagani hai"|"elvis yadav vines",793427,41314,996,4055
17.17.11,Undha Ledha Trailer || Undha Ledha  Theatrical Trailer || Telugu Movie Trailer || 5n media,5nMedia,22,Undha Ledha trailer|"Undha Ledha Theatrical Trailer"|"Undha Ledha Movie Trailer"|"unda Leda Trailer"|"Undha Ledha Movie"|"Sai"|"Jhansi"|"Jeeva"|"Ramjagan"|"Ankitha"|"Ramakrishna"|"Telugu Latest Trailers"|"Tollywood Latest movie Trailers"|"Unda Leda Movie Trailer"|"Latest Telugu Trailers"|"Popular Telugu Trailers"|"Undha Ledha Teaser"|"Undha Ledha Songs"|"Undha Ledha Movie Updates",136107,37,12,5
17.17.11,Exclusive: Mewar Royal Trivikrama Kumari Jamwal On Padmavati Row,Aaj Tak,25,aajtak|"aaj tak"|"aaj tak videos"|"aajtak news"|"hindi news"|"news video"|"latest news"|"aajtak tv"|"aajtak channel news"|"आज तक"|"padmavati"|"padmavati row"|"deepika padukone"|"padmavati controversy"|"sanjay leela bhansali"|"padmavati movie"|"ranveer singh"|"shahid kapoor"|"padmavati release"|"karni sena"|"news"|"padmavati protest"|"bollywood"|"padmavati songs"|"padmavati news"|"padmavati ban"|"padmavati story"|"padmavati debate"|"padmavati trailer"|"padmavati deepika padukone",49404,469,67,57
17.17.11,"Taarak Mehta Ka Ooltah Chashmah - तारक मेहत�?- Ep 2338 - 15th November, 2017",SAB TV,24,sab tv channel|"sab tv serials"|"comedy channel india"|"comedy channel hindi"|"taarak mehta ka ooltah chashmah"|"taarak mehta latest episode"|"hindi comedy show"|"sab tv funny show"|"hindi tv serials"|"sony sab serials"|"jethalal"|"Dilip Joshi"|"Disha Vakani"|"Taarak Mehta"|"Jethalal"|"Daya"|"Iyer"|"Sunderlal"|"babita"|"Taarak Mehta upcoming episode"|"taarak latest episode"|"Babita and Jethalal funny"|"watch taarak mehta new episode"|"taarak mehta new"|"ajay devgn"|"golmaal again"|"GO GO GOLMAAL",170177,641,120,98
17.17.11,Padmavati : Ek Dil Ek Jaan Video Song | Deepika Padukone | Shahid Kapoor | Sanjay Leela Bhansali,T-Series,10,Ek Dil Ek Jaan Video Song|"'Ek Dil Ek Jaan'"|"Ek Dil Ek Jaan Video"|"Padmavati"|"Padmavati songs"|"Padmavati movie song"|"deepika padukone"|"ranveer singh"|"ghoomar"|"padmavati song"|"Deepika Padukone"|"Shahid Kapoor"|"Sanjay Leela Bhansali"|"Padmavati Deepika Padukone"|"Ghoomar"|"Ghoomar Deepika Padukone"|"Padmavati Songs"|"new hindi songs"|"hindi songs"|"shahid kapoor"|"sanjay leela bhansali"|"indian songs"|"padmavati songs"|"love song"|"love song 2017"|"do dil ek jaan",12936568,149414,10929,12397
17.17.11,Nagarjuna Funny Comments on Samantha Dress || Naga Chaitany Samantha Akkineni Wedding Reception 2017,Top Telugu TV,24,Nagarjuna Funny Comments on Samantha Dress|"Naga Chaitany Samantha Akkineni Wedding Reception 2017"|"nagarjuna shocking comments on samantha dress"|"nagarjuna funny comments"|"samantha dress"|"samantha wedding reception"|"samantha"|"dress"|"nagarjuna"|"funny"|"naga chaitany"|"naga chaitany samantha"|"samantha wedding"|"#chaisam"|"akkineni reception live"|"grand reception for #chaysam"|"samantha akkineni"|"naga chaitanya"|"akkineni naga chaitanya"|"samantha marriage video",702815,741,402,77
17.17.11,ಅಕ್ಕ�?ತೊಳೆ�?ನೀರಿನಿಂದ ಹೀಗೆ ಮಾಡಿದರ�? ಜನ್ಮದಲ್ಲ�?ಕೂದಲ�?ಉದುರುವುದಿಲ್ಲ & ದಟ್ಟವಾಗು ಬೆಳಿಯುತ್ತದ�?| YOYOKannada,YOYO TV Kannada,24,hair growth|"rice water for hair growth"|"benefits of rice water"|"rice water for hair"|"rice water benefits"|"rice water for face"|"rice water for skin"|"rice water for skin whitening"|"rice water face wash"|"kannada"|"health"|"tips"|"benefits"|"yoyo tv kannada"|"yoyo tv kannada health"|"kannada news"|"latest news"|"beauty"|"health benefits"|"kannada videos"|"health videos",44539,238,20,10
17.17.11,सुबह-सुबह अजवाइन का पानी 4 दि�?पीने के बा�?आप खु�?चौकन्न�?हो जायेंग�?/ Ayurved Samadhan,Ayurved Samadhan,26,Ayurved samadhan|"beauty"|"madhumeh"|"nuskha"|"nuskhe"|"gharelu upay"|"fat"|"belly fat"|"long hair"|"slim body"|"food"|"healthy food"|"daily routine"|"सुबह-सुबह अजवाइन का पानी 4 दि�?पीने के बा�?आप खु�?चौकन्न�?हो जायेंग�?/ Ayurved Samadhan",346741,2152,271,98
17.17.11,"Thittam Poattu Thirudura Kootam Official Trailer | Kayal Chandran, Radhakrishnan Parthiban",Lahari Music | T-Series,10,tamil songs|"Thittam Poattu Thirudura Kootam Official Trailer"|"thittam pottu thirudura kootam song"|"Thittam Poattu Thirudura Kootam Trailer"|"Thittam Poattu Thirudura Kootam"|"TPTK Trailer"|"thittam pottu thirudura kootam movie"|"thittam pottu thirudura kootam"|"thittam pottu thirudura kootam trailer"|"thittam poattu thirudura kootam songs"|"Venkat Prabhu"|"Premji Amaren"|"Kayal Chandran"|"R Parthiban"|"chandran"|"satna titus"|"tamil songs 2017"|"tamil film songs"|"tamil new trailer",26795,451,20,28
17.17.11,We are Educated..Not illiterates ! | TTV Dhinakaran Exclusive Interview,Vikatan TV,25,TTV Dhinakaran|"TTV Dhinakaran interview"|"TTV dhinakaran latest interview"|"Tamilnadu politics"|"TTV dinakaran family"|"Sasikala and family"|"vikatan"|"vikatan webtv",145024,1434,251,379
17.17.11,Kim Kardashian Plays '5 Second Rule',TheEllenShow,24,kim|"kardashian"|"kim kardashian west"|"5 second rule"|"5SR"|"games on ellen"|"ellen games"|"Ruben de maid"|"make up"|"kid star"|"singer"|"little big shots"|"kim kardashian"|"surprise"|"make up artist"|"Ellen"|"degeneres"|"ellen degeneres"|"the ellen show"|"ellen fans"|"ellen tickets"|"ellentube"|"ellen audience",1623989,30540,775,1243
17.17.11,இவ்வளவ�?சொத்து எப்படி வந்துச்ச�?? NAKKHEERAN GOPAL Exclusive Interview about Sasikala & Family,NewsGlitz - Next Generation Tamil News Channel,25,tamil news|"tamilnadu politics comedy"|"tamil political speech"|"tamil political fight"|"latest tamil news"|"tamil news today"|"tamil news online"|"newsglitz"|"nakkeeran gopal interview"|"nakkeeran gopal latest interview"|"nakkeeran gopal speech"|"nakkeeran gopal speech about jayalalitha"|"nakkeeran on raid"|"nakkheeran about sasikala"|"sasikala raid"|"sasikala latest",368957,3031,393,470
17.17.11,"MCA (Middle Class Abbayi) TEASER - Nani,Sai Pallavi, Dil Raju, Devi Sri Prasad, Sriram Venu",Dil Raju,24,Nenu Local|"Nenu Local Telugu Movie"|"Nani"|"Sai Pallavi"|"Dil Raju"|"Devi Sri Prasad"|"Telugu Latest Movies"|"Telugu Full Movies"|"Telugu Comedy Movies"|"Nani Trailer"|"Nani Movies"|"MCA MOVIE"|"Middle Class Abbayi"|"MCA"|"MCA - Middle class abbayi"|"Fidaa"|"Nani MCA"|"MCA Trailer"|"MCA Teaser"|"MCA First Look"|"Nani MCA Teaser"|"Nani MCA Trailer",6946197,103728,4496,4884
17.17.11,వేళ్ళాడే పొట్టన�?పిండ�?పిండ�?చేసే అద్బుత చిట్కా || Get Flat Belly In Just  7 Days,Natural HealthCare,26,Natural Health Care|"telugu health tips"|"health updates"|"వేళ్ళాడే పొట్టన�?పిండ�?పిండ�?చేసే అద్బుత చిట్కా || Get Flat Belly In Just 7 Days"|"flat stomach"|"flat stomach workout"|"flat stomach in 7 days"|"flat stomach subliminal"|"flat stomach exercises"|"flat stomach in a week"|"how to lose belly fat in 1 week"|"how to lose belly fat in 1 week for teenagers"|"how to lose belly fat in 1 week exercise"|"how to lose belly fat in 1 week for kids"|"how to lose belly fat in 1 week for women",40513,594,50,22
17.17.11,The Flash 4x07 Extended Promo Therefore I Am (HD) Season 4 Episode 7 Extended Promo,TV Promos,24,The Flash 4x07 Extended Promo|"The Flash 4x07"|"The Flash Season 4 Episode 7 Extended Promo"|"The Flash 4x07 Preview"|"The Flash 4x07 Trailer"|"The Flash Season 4"|"The Flash S04E07"|"The Flash (TV Program)"|"The Flash 4x08"|"The Flash Season 4 Episode 8"|"The Flash Season 4 Episode 8 Extended Promo"|"Grant Gustin"|"Barry Allen"|"Flash"|"Tom Cavanagh"|"Jesse L. Martin"|"The Flash Extended Promo"|"tvpromosdb"|"The Flash"|"4x07"|"Promo"|"Season"|"Episode"|"Trailer"|"Therefore I Am",253729,2474,35,549
17.17.11,"#FBTitBit - En Aaloda Seruppa Kaanom | Releasing on Nov 17th | Anandhi, Thamizh | Jagannaath",Ondraga Entertainment,1,Ondraga Entertainment|"STR"|"Acham Enbathu Madamayada"|"Achcham Yenbathu Madamaiyada"|"Gautham Vasudev Menon"|"A.R. Rahman"|"acham enbathu madamayada trailer"|"achcham yenbathu madamaiyada official trailer"|"A.R.Rahman Hits"|"Iravil Varukira"|"video song"|"En Aaloda Seruppa Kaanum"|"EASK"|"En Aaloda Seruppa Kaanom video songs"|"Ishaan Dev"|"ishaan dev music director"|"Vijaya Sagar"|"En Aaloda Seruppa Kaanom - Official Trailer",101712,1426,64,41
17.17.11,Review On Bigg Boss 11: Vikas Gupta's Sacrifice For Shilpa Shinde! Part 2,Saas Bahu Aur Betiyaan,24,saas bahu beti|"saas bahu aur beti"|"saas bahu aur betiyaan"|"entertainment show"|"TV celebs"|"tv shows"|"hindi shows"|"entertainment videos"|"celeb interviews"|"tv actors"|"tv actress"|"popular tv actors",133517,637,73,206
17.17.11,Jannat (Full Song) Aatish - Latest Punjabi Song 2017 - New Punjabi Songs 2017 - WHM,White Hill Music,10,Aatish new punjabi song 2017|"latest punjabi songs 2017 Aatish"|"new punjabi songs 2017 Jannat"|"latest punjabi song 2017 Jannat"|"new songs 2017 Aatish"|"latest song 2017 Aatish"|"Aatish"|"punjabi songs 2017 Aatish"|"punjabi music videos Aatish"|"Jannat punjabi song 2017"|"new punjabi songs"|"latest punjabi songs"|"new songs"|"latest songs"|"songs 2017"|"punjabi"|"Aatish songs"|"Jannat by Aatish"|"punjabi song"|"whte hill"|"aatish taare"|"romantic songs punjabi",3733789,54050,1286,2813
17.17.11,WHEN SHE BUYS A BRAND NEW CAR | Sham Idrees,Sham Idrees,24,sham idrees|"sham idrees movies"|"sham idrees music",346107,32984,828,4680
17.17.11,"Jinder Mahal vows to come after WWE Champion AJ Styles: SmackDown LIVE, Nov. 14, 2017",WWE,17,wwe|"world wrestling entertainment"|"wrestling"|"wrestler"|"wrestle"|"superstars"|"कुश्ती"|"पहलवान"|"डब्ल�?डब्ल�?�?|""मै�?"|""सुपरस्टा�?"|""व्यावसायिक कुश्ती""|""مصارعه""|""SmackDown LIVE""|""Jinder Mahal""|""AJ Styles""|""jinder mahal and aj styles""|""survivor series""|""smackdown winners""|""smackdown beef""|""smackdown highlights""",389636,6858,376,933
17.17.11,"18 November - शन�?अमावस्या - सा�?का सबसे बड़�?शनिवार - तुला,सिंह,कर्क की रातोंरात चम�?जाएगी किस्मत",जय मा�?वैष्णो देवी,22,18 November - शन�?अमावस्या - सा�?का सबसे बड़�?शनिवार - तुला|"सिंह"|"कर्क की रातोंरात चम�?जाएगी किस्मत",49291,422,85,16
17.17.11,हार्दि�?की सीडी वाली लड़की पर खुलासा/ABHISHAR SHARMA ON HARDIK CD,National Dastak,25,ABHISHAR SHARMA ON HARDIK CD|"ABHISHAR"|"SHARMA"|"ON"|"HARDIK"|"CD",46826,990,83,158
17.17.11,"En Aaloda Seruppa Kaanom - Moviebuff Sneak Peek | Anandhi, Tamizh",Moviebuff Tamil,24,Moviebuff|"Moviebuff Sneak Peek"|"MBSneakPeek"|"Tamil Movie"|"Tamil Movie Trailer"|"Tamil Movie Teaser"|"New Tamil Movie 2017"|"En Aaloda Seruppa Kaanom"|"EASK"|"en aaloda seruppa kaanom teaser"|"en aaloda seruppa kaanom trailer"|"en aaloda seruppa kaanom promo"|"en aaloda seruppa kaanom songs",183640,2986,131,54
17.17.11,1000-கோடியில் விவேக் திருமணம் நடத்தி�?சசிகலா! அதிர்ச்சியில�?�?டி.அதிகாரிகள்! VIVEK...I.T.RAID..!,UNIVERSE T.V.,22,[none],76490,251,67,19
17.17.11,Meri Setting Karwado Prank - Bakchodi ki Hadd - TST comment Trolling,TroubleSeekerTeam,23,Prank Call|"Funny Reactions"|"Pranks In India 2017"|"comedy video"|"meri setting karade live"|"Bhai meri bhi setting karwa funny video"|"tst rahul"|"tst rahul prince"|"Pranks in India"|"Prank on Girls"|"girls in love"|"love"|"friendship"|"dost"|"relationship"|"tst latest video"|"pranks"|"pramk on girls"|"funny"|"TroubleSeekerTeam"|"prank on girls"|"best prank on girls"|"best girl pranks"|"girl pranks"|"tst girls prank"|"indian prank"|"language in india"|"indian pranks"|"best indian prank"|"comedy",365858,18073,865,1381
17.17.11,Sai Tera Shirdi Ka Jawab Nahi - Saibaba Songs - Saibaba Bhajan By Anil Bawara,Sai Aashirwad,10,sai baba songs|"sai baba song"|"saibaba"|"saibaba songs"|"sai baba"|"saibaba bhajan"|"shirdi sai baba bhajan"|"shirdi sai baba songs"|"god saonga"|"sai baba hindi bhajan"|"saibaba hindi bhajan"|"sai baba hindi bhakti songs"|"sai"|"sai aarti"|"sai mantra"|"sai dhun"|"sai baba bhajan by anil bawara"|"omsairam"|"om sai ram"|"sai ram sai shyam"|"sab ka malik ek"|"sharda saburi"|"om sai"|"Sai Tera Shirdi Ka Jawab Nahi"|"shirdi"|"sai aashirwad"|"sai bhajan"|"sai songs"|"sri saibaba"|"shree sai baba songs",25461,178,22,30
17.17.11,సింగర్ మధ�?ప్రి�?కు ఎం�?పెద్�?కొడుకు వున్నాడో చూస్తే ఆశ్చర్యపోవాల్సిందే,Mirchi Guru,24,Singer Madhu Priya Son Rare And Unseen Photos|"Singer Madhu Priya Son unseen photos"|"Singer Madhu Priya Son rare photos"|"singer madhu priya family photos"|"singer madhu priya viral video"|"singer madhu priya viral news"|"singer madhu priya unseen photos"|"singer madhu priya personal photos"|"singer madhu priya personal secretes",29822,31,62,0
17.17.11,Bigg Boss 11: Gauhar Khan CALLS Akash Dadlani STUPID over FIGHT with Vikas - Shilpa | FilmiBeat,FilmiBeat,24,Bigg Boss 11|"Gauhar Khan"|"Vikas Gupta"|"Shilpa Shinde"|"Akash Dadlani"|"Gauhar Khan Angry On Akash Dadlani"|"Gauhar On Puneesh Bandgi"|"Gauhar Khan Akash Dadlani"|"Vikas Gupta Shilpa Shinde"|"Hina Khan"|"Sapna Chaudhary"|"Puneesh Sharma"|"Bandgi Kalra"|"Hiten Tejwani"|"Entertainment"|"Bollywood",41040,341,58,157
17.17.11,"Asli Fighter (Okka Ammayi Thappa) 2017 NEW Full Hindi Dubbed Movie | Sundeep Kishan, Nithya Menen",RKD Digital,24,asli fighter|"asli fighter (okka ammayi thappa) 2017 hindi dubbed"|"okka ammayi thappa full movie hindi dubbed"|"sundeep kishan movies in hindi dubbed"|"ravi kishan south movie in hindi"|"nithya menon movies hindi dubbed"|"nithya menen"|"ravi kishan"|"rahul dev"|"south indian movies dubbed in hindi full movie 2017 new"|"latest hindi dubbed movies 2017"|"new release south indian movies dubbed in hindi 2017"|"latest 2017 south indian movies dubbed in hindi",3645728,19546,1980,1384
17.17.11,"Narendra Modi latest Full speech Indian Community in Manila, Philippines",Pyara Hindustan,25,Politics|"Modi"|"Philippines"|"Indian Community"|"Manila"|"BJP",148461,2542,156,262
17.17.11,"All in One Super Entertainer Promo | 15th November 2017 | Dhee 10,Jabardasth,Extra Jabardasth",mallemalatv,24,Comedy Videos in Telugu|"All Time Hit Comedy Shows"|"Dhee Jodi"|"Jabardasth"|"Extra Jabardasth"|"Jabardast Comedy Show"|"Getup Sreenu Performance"|"Naa Show Naa Istam"|"Back to Back Promos"|"Back to Back Videos"|"Back to Back Comedy Shows"|"Chammak Chandra Comedy"|"Sudigali Sudheer Punches"|"Ram Prasad Punches"|"Sudigali Sudheer Skit"|"Back to Back Comedy"|"Getup Srinu Punches"|"Raising Raju Comedy"|"Chammak Chandra Skirts"|"Chalaki Chanti Comedy"|"Pove Pora"|"Comedy videos",469593,1836,226,217
17.17.11,ನಟ�?ಜಯಪ್ರದ ಮಗ�?ಮದುವ�?ಹೇಗಿತ್ತು ನೋಡಿ | Jayaprada Son's Marriage Rare And Unseen Beautiful Moments |,crazzy world,24,[none],49999,63,28,1
17.17.11,Who has the most Nandi Awards in Telugu? | Tollywood Heroes | New Waves,New Waves,24,Nandi Award winners|"Mahesh babu"|"Who has the most Nandi Awards"|"new waves"|"Tollywood heros"|"Nandi awards"|"Highest nandi awards winner"|"Venkatesh got 5 nandi awards"|"nandi awards winner announced"|"nandi awards of telugu heroes"|"2014 nandi awards winners"|"ap nandi awards list"|"ANR"|"Balakrishna got 3 nandi awards"|"Megastar chiranjeevi"|"nandi awards issue"|"Gunasekhar reaction"|"nandi awards heros"|"victory venkatesh"|"nandi awards of mahesh babu"|"best actor awards"|"telugu heroes",28816,318,29,59
17.17.11,The Liplock | Malayalam Short Movie | Official | 2K |,Team Jango Space,24,Team Jango Space|"Malayalam Short Film"|"Latest Short film"|"Latest Malayalam Short Film"|"liplock malayalam short film"|"liplock mallu short movie"|"liplock november release"|"liplock malayalam funny short film"|"liplock thriller short film",64585,1200,62,187
17.17.11,New bike vs Old bike - the reality,Jump Cuts,24,Jump cuts|"Jumpcuts"|"Tamil comedy"|"Tamil Comedy Videos"|"new bike vs old bike"|"jumpcuts reality"|"the reality"|"bike scenario jumpcuts"|"jumpcuts bike story"|"hari baskar videos"|"hari baskar jumpcuts"|"hari baskar bike video"|"tamil viral videos"|"viral videos"|"trending videos"|"jumpcuts trending videos"|"swathi videos"|"kaghs"|"jumpcuts old vs new"|"jumpcuts tamil comedy"|"jumpcuts youtube channel"|"hot story jumpcuts"|"hot scenario",1206433,65917,1752,2778
17.17.11,Akkineni Nagarjuna Response On Annapurna Studios Fire Mishap | iNews,I News,25,fire in annapurna studios|"annapurna studios"|"hyderabad ANR's annapurna studios"|"annapurna studios 7 acres"|"manam set got fire in annapurna studios"|"fire accident in annapurna 7 acres"|"nagarjuna response to media on f ire mishap"|"akkineni nagarjuna response on fire accident"|"set fire accident on annapurna"|"manam building got fire in annapurna studios"|"breaking news"|"i news telugu channel"|"i news telugu online"|"i news youtube"|"i news channel"|"I news"|"i news online",108728,0,0,29
17.17.11,কাঁচড়াপাড়া�?ডাকা�?কালীবাড়িতে পুজো দিতে এস�?কি বললে�?মুকু�?রা�???,Kolkata24x7 News Stream,25,[none],43480,62,26,5
17.17.11,SnG: Do You Believe In Miracles? feat. Vidya Balan | The Big Question S2 Ep17 Part 2,SnG Comedy,23,sng|"comedy"|"vidya balan"|"sulu"|"tumhari sulu"|"movie"|"release"|"miracles"|"believe"|"varun thakur"|"bollywoodgandu"|"craziebawa"|"aadar",50641,1305,32,187
17.17.11,"Knee Pain Causes, Treatments - Home Remedies - Tamil Health Tips",24 Tamil Health & Beauty,26,knee pain causes|"Knee Pain"|"knee pain home remedy"|"knee pain treatment"|"causes of knee pain"|"health tips for men"|"tamil healthy tips"|"health tips in tamil"|"pain in knee"|"knee pain exercise"|"knee pain solution"|"knee pain joint"|"treatment of knee pain"|"health (industry)"|"knee pain remedy"|"health tips tamil"|"knee pain medicine"|"health tips for women"|"knee pain joint relief"|"tamil health tips",31856,0,0,8
17.17.11,How To Shop For Weddings & Trousseau | #TheShaadiSaga | Shreya Jain,Shreya Jain,26,sjlovesjewelry|"shreya jain"|"indian beauty guru"|"indian makeup guru"|"indian vlogger",49501,2489,111,473
17.17.11,தெரியமால�?சிக்கிகொண்�?விவேக் ? தந்திரமா�?தப்பித்த தினகரன�?!|Tamil Latest News|,Tamil Cine News,24,Tamil|"Tamil Latest"|"Tamil Latest News"|"Tamil News"|"Tamil News Today"|"Today Tamil News"|"Today Latest Tamil News"|"Tamil Nadu Political News"|"Tamil Nadu Latest Political News"|"Sasikala Latest News"|"Vivek Jayaraman Latest News"|"Dinakaran Latest News"|"Jayalalitha Money News"|"Jayalalitha House Latest News"|"Today Tamil Nadu Political News"|"Tamil Nadu Political Latest Video"|"Tamil Latest News Video"|"Tamil News Today Latest Video"|"Tamil Latest Video For Tamil Nadu Politics",56936,83,29,7
17.17.11,AIRTEL Exposed | 3 Ways How Bharti AIRTEL Fooling its 4G Customers | JIO vs AIRTEL in HINDI,SidTalk,27,SidTalk|"Sid Talk"|"airtel exposed"|"airtel ka dhoka"|"bharti airtel"|"airtel 4g"|"jio 4g"|"reliance jio"|"idea offer"|"vodafone offer"|"bsnl offer"|"airtel offer"|"jio offer"|"airtel 399 plan"|"contact airtel support"|"airtel plan validity"|"how to check airtel plan expiry",143304,11876,869,3553
17.17.11,The Trump Presidency: Last Week Tonight with John Oliver (HBO),LastWeekTonight,24,last week tonight trump presidency|"last week tonight donald trump"|"john oliver trump"|"donald trump",5392036,142006,10797,18930
17.17.11,Donald Trump Jr. and WikiLeaks; Trump Meets Duterte: A Closer Look,Late Night with Seth Meyers,23,Late night|"Seth Meyers"|"closer Look"|"trump"|"Wikileaks"|"NBC"|"NBC TV"|"television"|"funny"|"talk show"|"comedy"|"humor"|"stand-up"|"parody"|"snl seth meyers"|"host"|"promo"|"seth"|"meyers"|"weekend update"|"news satire"|"satire"|"Donald Trump Jr."|"authoritarian"|"Trump campaign"|"Asia trip"|"Air Force One"|"Keith Richards"|"Russia"|"Mike Pence"|"Hillary Clinton"|"Puerto Rico"|"Jeff Sessions"|"Conyers"|"Duterte"|"drug war",1698875,18073,1013,1751
17.17.11,জি�?তা�?মেয়ে�?সঙ্গ�?Children's Day-তে কি করলে�?দেখু�?| Jeet & his Daughter on Children's Day at Home,Cine Gossip,24,জিৎ|"জি�?মাদনান�?|""jeet""|""bengali actor jeet""|""jeet madnani""|""bengali actor jeet madnani""|""jeet family""|""jeet daughter""|""bengali actor jeet live""|""bengali actor jeet with family""|""jeet live video""|""children's day""|""bengali actors on children's day""|""jitendra madnani""|""bengali actor jeet life""",40104,170,14,12
17.17.11,Current Affairs Live 2.0 | 16 Nov 2017 | करंट अफेयर्�?लाइव 2.0 | All Competitive Exams,Mahendra Guru : Online Videos For Govt. Exams,27,Current Affairs Live|"16 Nov 2017"|"करंट अफेयर्�?लाइव"|"All Competitive Exams",12807,648,4,75
17.17.11,DNA: Goons robbing crores from train with just �? busted,Zee News,25,Zee News|"zeenews"|"znews"|"latest news"|"daily news"|"headlines"|"breaking news"|"DNA"|"Daily News and Analysis"|"Sudhir Chaudhary",68014,1301,109,166
17.17.11,�?డ్రస�?తో తన పరువ�?ఎల�?తీసుకుంద�?చూడండి పాపం| sAMANTA nAGA cHAITHANYA wEDDING rECEPTION,Movie Reviews,25,Chiranjeevi in Naga Chaitanya - Samantha Reception | Chaitanya|"Samantha Akkineni"|"Nag"|"Venkatesh"|"Megastar Chiranjeevi"|"Megastar Chiranjeevi @ #ChaySam Wedding Reception"|"Chiranjeevi @ #ChaySam Wedding Reception"|"Naga Chaitanya - Samantha Akkineni Reception LIVE"|"Naga Chaitanya"|"Samantha"|"Naga Chaitanya Samantha"|"Nagarjuna"|"#ChaiSam"|"Reception LIVE"|"Akkineni Reception"|"chiranjeevi rama charan"|"Akkineni family"|"Daggubati family"|"reception",549480,433,833,0
17.17.11,Maddelacheruvu Suri Sister Gangula Hemalatha Reddy Full Interview | Talking Politics With iDream#289,iDream News,25,Gangula Hemalatha Reddy|"Gangula Hemalatha Reddy interview"|"Gangula Hemalatha Reddy idream"|"Gangula Hemalatha Reddy idream interview"|"suri sister Gangula Hemalatha Reddy"|"Maddelacheruvu Suri"|"Maddelacheruvu Suri Sister"|"Suri Sister Gangula Hemalatha Reddy Interview"|"suri murder"|"Talking Politics With iDream"|"idream news"|"idream interviews"|"idream latest interviews"|"political interviews"|"idream"|"news"|"breaking news"|"telugu news"|"latest news",46256,386,52,203
17.17.11,The startup | 1 Kg Biriyani | TVF Machi,1 Kg Biriyani,23,1 Kg Biriyani|"1 Kilo Biriyani"|"Tamil Funny Videos"|"Entertainment Channel"|"TVF Machi"|"The startup"|"People angry"|"viral videos"|"funny videos"|"1kg"|"coemdy videos"|"tamil funny videos"|"tamil creators"|"jump cut"|"JC",65537,3518,236,200
17.17.11,tv9 కి నాసమాధాన�?Chirravuri Foundation Telugu Devotional Pooja Tv9 Jayam Ism solution kubera muggu,CHIRRAVURI FOUNDATION,22,Chirravuri|"Foundation"|"chirravuri foundation"|"pooja"|"telugu"|"telugu devotional"|"chanting"|"sri chirravuri jayam"|"panchamgam"|"problems"|"chirravuri telugu"|"spiritual"|"problem"|"lord shiva"|"devi"|"chirravuri jayam"|"sri"|"remedy"|"new"|"archana"|"andhra"|"money"|"solution"|"remedies"|"bhakti"|"lakshmi"|"speech"|"family problems"|"video"|"tips"|"jathakam"|"krishna kishore"|"tv9"|"kubera"|"muggu"|"kubera muggu"|"tv 9"|"tv"|"puja"|"#kuberamuggu"|"#కుబే�?ముగ్గు"|"#Kubera Muggu"|"#sampada Muggu"|"#Kubera Kolam"|"Kubera Rangoli",30539,1123,27,411
17.17.11,"Sembarathi - Episode 22 - November 15, 2017 - Best Scene",zeetamil,24,zee Tamil|"Sembarathi"|"full episode"|"Tamil"|"show"|"serial"|"daily soap"|"ozee"|"watch online"|"television",82552,317,33,19
17.17.11,Kathi Mahesh Comments On Balakrishna Legend Movie | Nandi Awards | hmtv News,hmtv News,25,kathi mahesh|"kathi mahesh on legend movie"|"kathi mahesh on nandi awards"|"kathi mahesh on balakrishna legend movie"|"balakrishna legend movie"|"nandi award for legend movie"|"nandi awards 2016"|"nandi awards balakrishna legend movie"|"boyapati srinu"|"fight masters ram laxman"|"legend movie nandi awards"|"kathi mahesh on pawan kalyan",60613,481,154,231
17.17.11,Types Of Kaam Wali Bai (House Maids) | Captain Nick,Captain Nick,24,captain nick|"niharicka"|"niharika"|"latest funny videos"|"kaamwali bai"|"kaam wali didi"|"sit"|"maid in heaven"|"types of women"|"house maids"|"delhi girls"|"mumbai girls"|"hot girls"|"types of women workers"|"maids in delhi"|"bride's maid"|"nanny"|"types of women in parlour"|"types of women at tailors",194696,17547,223,1948
17.17.11,Nandini | Today at 9 PM | Gemini TV,Gemini TV,24,Gemini TV|"Reality Show"|"Telugu Serials"|"Telugu Programs"|"Gemini TV Serials"|"Geminitv Special"|"Telugu Promos"|"Telugu Entertainment"|"Telugu Best Programmes",54257,128,17,76
