RRinc	Quintile Index(i)	Running POP	pop
8066	17	5252.117558	1.0622413
8195	17	5252.319689	0.2021316
8294	17	5265.090093	12.770404
8314	17	5265.639456	0.5493621
8316	17	5270.534356	4.8949
8340	17	5270.870167	0.3358115
8345	17	5271.312735	0.4425683
8352	17	5271.844075	0.5313399
8374	17	5277.827293	5.9832179
8388	17	5278.89829	1.0709973
8499	17	5280.54285	1.6445593
8510	17	5280.65055	0.1077001
8618	17	5280.983955	0.3334052
8725	17	5283.777455	2.7935
8727	17	5297.972455	14.195
8768	17	5302.598275	4.62582
8778	17	5302.824884	0.2266094
8812	17	5308.964237	6.1393521
8816	17	5313.519808	4.5555716
8844	17	5315.199367	1.6795593
8892	17	5316.323077	1.1237094
8975	17	5318.626777	2.3037
9031	17	5318.828908	0.2021316
9072	17	5319.206325	0.3774164
9146	17	5319.649725	0.4434
9160	17	5322.981635	3.3319098
9208	17	5323.594597	0.6129628
9227	17	5324.637031	1.0424336
9311	17	5324.771099	0.1340675
9314	17	5332.982108	8.2110097
9435	17	5333.513448	0.5313399
9451	17	5339.9505	6.4370515
9453	17	5340.784192	0.8336926
9478	17	5341.706156	0.9219637
9482	17	5341.737897	0.0317414
9614	17	5354.508301	12.770404
9630	17	5355.239181	0.73088
9639	17	5355.788543	0.5493621
9657	17	5356.859541	1.0709973
9662	17	5362.842759	5.9832179
9664	17	5362.950459	0.1077001
9680	17	5363.393027	0.4425683
9706	17	5364.455268	1.0622413
9733	17	5369.350168	4.8949
9885	17	5399.759565	30.4093966
9914	17	5400.300228	0.5406626
9973	17	5400.784168	0.48394
9983	17	5400.986299	0.2021316
9988	17	5402.630858	1.6445593
10092	17	5403.395626	0.7647675
10093	17	5404.519335	1.1237094
10101	17	5406.823035	2.3037
10130	17	5411.378607	4.5555716
10359	17	5411.772338	0.3937315
10389	17	5411.835257	0.0629185
10579	17	5412.366597	0.5313399
10683	17	5412.915959	0.5493621
10733	17	5413.919778	1.0038188
10737	17	5414.841741	0.9219637
10747	17	5415.285141	0.4434
10759	17	5422.377514	7.092373
10778	17	5423.746599	1.3690846
10788	17	5431.957609	8.2110097
10809	17	5432.791301	0.8336926
10855	17	5433.862299	1.0709973
10934	17	5434.33912	0.4768212
10955	17	5434.781688	0.4425683
10972	17	5438.753118	3.9714298
10984	17	5438.95525	0.2021316
10991	17	5458.162705	19.2074555
11075	17	5461.009039	2.8463338
11123	17	5466.992257	5.9832179
11131	17	5467.954103	0.9618466
11148	17	5468.002968	0.048865
11224	17	5474.14232	6.1393521
11244	17	5479.03722	4.8949
11276	17	5480.68178	1.6445593
11461	17	5482.98548	2.3037
11490	17	5483.09318	0.1077001
11587	17	5484.059675	0.9664948
11642	17	5488.615246	4.5555716
11733	17	5489.164608	0.5493621
11799	18	5492.977184	3.8125759
11821	18	5493.508524	0.5313399
11851	18	5494.239404	0.73088
11898	18	5495.363114	1.1237094
11916	18	5496.285077	0.9219637
11948	18	5497.015351	0.7302742
11996	18	5498.421025	1.405674
12123	18	5498.904965	0.48394
12129	18	5502.236875	3.3319098
12181	18	5502.442128	0.2052524
12185	18	5503.513125	1.0709973
12208	18	5511.724135	8.2110097
12330	18	5511.926266	0.2021316
12333	18	5512.759959	0.8336926
12398	18	5513.202527	0.4425683
12511	18	5514.264768	1.0622413
12513	18	5520.70182	6.4370515
12523	18	5533.472224	12.770404
12576	18	5534.236991	0.7647675
12600	18	5534.713813	0.4768212
12620	18	5536.358372	1.6445593
12725	18	5566.767769	30.4093966
12788	18	5572.750986	5.9832179
12926	18	5573.300349	0.5493621
13056	18	5573.640997	0.3406487
13060	18	5578.535897	4.8949
13095	18	5579.457861	0.9219637
13110	18	5580.080885	0.6230242
13157	18	5586.220237	6.1393521
13307	18	5586.751577	0.5313399
13324	18	5587.194977	0.4434
13365	18	5587.243842	0.048865
13368	18	5587.275584	0.0317414
13381	18	5589.579284	2.3037
13458	18	5594.134855	4.5555716
13660	18	5598.635433	4.5005782
13691	18	5599.706431	1.0709973
13758	18	5607.91744	8.2110097
13838	18	5608.751133	0.8336926
13984	18	5609.227954	0.4768212
14143	18	5610.872513	1.6445593
14261	18	5611.315082	0.4425683
14287	18	5611.449149	0.1340675
14309	18	5611.651281	0.2021316
14316	18	5618.088332	6.4370515
14350	18	5618.637694	0.5493621
14478	18	5619.680128	1.0424336
14504	18	5620.01594	0.3358115
14512	18	5632.786344	12.770404
14555	18	5633.910053	1.1237094
14619	18	5637.241963	3.3319098
14620	18	5638.163926	0.9219637
14636	18	5649.226642	11.0627158
14866	18	5649.99141	0.7647675
14915	18	5655.974628	5.9832179
15227	18	5662.84486	6.8702321
15245	18	5663.3762	0.5313399
15431	18	5663.425065	0.048865
15451	18	5663.901886	0.4768212
15507	18	5668.796786	4.8949
15518	18	5669.174202	0.3774164
15576	18	5670.007895	0.8336926
15577	18	5671.078892	1.0709973
15669	18	5671.305502	0.2266094
15677	18	5679.516511	8.2110097
15750	18	5679.548253	0.0317414
15782	18	5709.957649	30.4093966
15805	18	5711.602209	1.6445593
15928	18	5716.481511	4.8793022
16076	18	5716.965451	0.48394
16225	18	5721.521022	4.5555716
16389	18	5727.958074	6.4370515
16394	18	5728.507436	0.5493621
16507	18	5730.811136	2.3037
16622	18	5733.561337	2.7502008
16761	18	5734.4833	0.9219637
16863	18	5734.925869	0.4425683
17163	18	5735.378081	0.4522124
17243	18	5738.709991	3.3319098
17246	18	5739.186812	0.4768212
17414	18	5739.95158	0.7647675
17485	18	5746.090932	6.1393521
17648	18	5746.139797	0.048865
17722	18	5746.171538	0.0317414
17786	18	5758.941942	12.770404
17964	18	5759.775635	0.8336926
18039	18	5765.758853	5.9832179
18149	18	5773.969862	8.2110097
18168	18	5774.303268	0.3334052
18257	18	5774.834607	0.5313399
18296	18	5776.479167	1.6445593
18498	18	5795.63349	19.1543237
18679	18	5796.704488	1.0709973
18947	19	5810.899488	14.195
19166	19	5817.336539	6.4370515
19209	19	5847.745936	30.4093966
19285	19	5848.222757	0.4768212
19352	19	5853.117657	4.8949
19478	19	5853.667019	0.5493621
19567	19	5853.698761	0.0317414
19728	19	5853.806461	0.1077001
19847	19	5854.728424	0.9219637
19948	19	5854.777289	0.048865
20130	19	5860.916641	6.1393521
20184	19	5864.248551	3.3319098
20308	19	5864.69112	0.4425683
20390	19	5864.893251	0.2021316
20650	19	5865.658019	0.7647675
21493	19	5866.491711	0.8336926
21624	19	5866.523453	0.0317414
21743	19	5870.494882	3.9714298
22110	19	5878.705892	8.2110097
22173	19	5878.754757	0.048865
22199	19	5879.231578	0.4768212
22357	19	5880.876138	1.6445593
23079	19	5881.360078	0.48394
23095	19	5882.422319	1.0622413
23381	19	5885.754229	3.3319098
23430	19	5916.163625	30.4093966
23591	19	5922.600677	6.4370515
23774	19	5928.740029	6.1393521
24353	19	5929.863738	1.1237094
24385	19	5929.89548	0.0317414
24857	19	5934.451051	4.5555716
25066	19	5935.215819	0.7647675
25285	19	5935.659219	0.4434
25336	19	5937.338778	1.6795593
25935	19	5937.387643	0.048865
26176	19	5937.864464	0.4768212
26789	19	5938.595344	0.73088
27507	19	5941.927254	3.3319098
27839	19	5944.230954	2.3037
27886	19	5944.262696	0.0317414
28984	19	5950.245913	5.9832179
28988	19	5951.167877	0.9219637
29048	19	5981.577274	30.4093966
29434	19	5987.716626	6.1393521
29462	19	5988.247966	0.5313399
29508	19	6001.01837	12.770404
29556	19	6001.50231	0.48394
30173	19	6002.573307	1.0709973
31031	19	6002.622172	0.048865
31321	19	6003.171534	0.5493621
31501	19	6003.936302	0.7647675
32295	19	6008.831202	4.8949
33293	19	6009.27377	0.4425683
33355	19	6010.107463	0.8336926
33594	19	6010.139204	0.0317414
33627	19	6010.1479	0.0086956
33782	19	6013.479809	3.3319098
37224	19	6015.124369	1.6445593
38001	19	6023.335378	8.2110097
38077	19	6053.744775	30.4093966
41164	19	6054.221596	0.4768212
43111	19	6060.658648	6.4370515
46890	19	6061.142588	0.48394
51521	19	6061.191453	0.048865
52257	19	6067.330805	6.1393521
53300	19	6068.095572	0.7647675
56054	19	6071.427482	3.3319098
59348	19	6071.459223	0.0317414
72925	19	6101.86862	30.4093966
