RRinc	Quintile Index(i)	Running POP	pop
691	10	2172.999413	16.1069384
694	10	2174.400508	1.4010951
702	10	2179.84388	5.443372
703	10	2184.970476	5.126596
705	10	2205.929723	20.9592464
706	10	2211.78693	5.8572072
712	10	2221.06006	9.2731304
716	10	2222.708297	1.6482365
720	10	2223.560818	0.8525211
723	11	2286.371538	62.81072
729	11	2287.54097	1.1694318
732	11	2288.059926	0.5189565
737	11	2288.249159	0.1892328
746	11	2290.652683	2.4035236
751	11	2290.888323	0.23564
753	11	2319.134115	28.245792
764	11	2319.536478	0.4023628
765	11	2324.717552	5.1810744
783	11	2327.356718	2.6391658
787	11	2332.893771	5.5370528
789	11	2334.777698	1.8839278
791	11	2334.935688	0.15799
809	11	2336.655695	1.7200068
810	11	2342.099067	5.443372
823	11	2342.789784	0.6907171
835	11	2345.040702	2.250918
846	11	2345.826464	0.7857619
852	11	2351.683671	5.8572072
853	11	2352.320018	0.636347
855	11	2380.56581	28.245792
858	11	2383.757135	3.191325
864	11	2386.199908	2.4427727
865	11	2386.661733	0.4618245
881	11	2388.062828	1.4010951
886	11	2390.466351	2.4035236
895	11	2392.126251	1.6599
898	11	2413.085498	20.9592464
918	11	2418.313348	5.22785
919	11	2418.50258	0.1892328
922	11	2423.945952	5.443372
924	11	2433.219083	9.2731304
944	11	2438.756136	5.5370528
945	11	2453.203174	14.4470384
956	11	2454.055695	0.8525211
959	11	2454.347352	0.2916566
968	11	2454.467474	0.1201224
973	11	2454.774291	0.3068166
986	11	2467.448375	12.674084
999	11	2467.684015	0.23564
1014	11	2468.853447	1.1694318
1015	12	2497.099239	28.245792
1025	12	2497.618195	0.5189565
1028	12	2502.799269	5.1810744
1036	12	2505.202793	2.4035236
1037	12	2505.89351	0.6907171
1044	12	2506.679272	0.7857619
1047	12	2513.782544	7.103272
1056	12	2519.639751	5.8572072
1060	12	2602.536227	82.8964754
1064	12	2602.694217	0.15799
1068	12	2603.330564	0.636347
1072	12	2605.05057	1.7200068
1091	12	2615.056802	10.006232
1098	12	2615.351602	0.2948
1105	12	2616.624943	1.2733409
1107	12	2621.681784	5.0568408
1149	12	2627.218837	5.5370528
1150	12	2630.410162	3.191325
1151	12	2635.638012	5.22785
1169	12	2636.099836	0.4618245
1189	12	2636.452331	0.3524949
1196	12	2643.065135	6.6128038
1205	12	2645.468659	2.4035236
1221	12	2645.657892	0.1892328
1230	12	2646.060254	0.4023628
1243	12	2647.119903	1.0596487
1248	12	2647.355543	0.23564
1252	12	2647.6472	0.2916566
1257	12	2652.773796	5.126596
1258	12	2663.307042	10.5332464
1261	12	2677.75408	14.4470384
1262	12	2678.539842	0.7857619
1285	12	2679.230559	0.6907171
1293	12	2680.890459	1.6599
1295	12	2686.071534	5.1810744
1298	13	2694.172543	8.1010096
1302	13	2695.025065	0.8525211
1305	13	2695.661412	0.636347
1311	13	2758.472132	62.81072
1332	13	2758.991088	0.5189565
1337	13	2759.11121	0.1201224
1352	13	2760.090476	0.9792658
1354	13	2761.810483	1.7200068
1361	13	2762.105283	0.2948
1384	13	2763.378624	1.2733409
1392	13	2768.606474	5.22785
1399	13	2774.049846	5.443372
1414	13	2779.907053	5.8572072
1419	13	2782.310577	2.4035236
1443	13	2789.017061	6.7064846
1482	13	2790.900989	1.8839278
1484	13	2794.092314	3.191325
1487	13	2795.740551	1.6482365
1493	13	2823.986343	28.245792
1510	13	2824.772105	0.7857619
1514	13	2825.007745	0.23564
1541	13	2826.067393	1.0596487
1562	13	2826.225383	0.15799
1564	13	2835.498514	9.2731304
1572	13	2835.79017	0.2916566
1581	13	2840.971245	5.1810744
1585	13	2841.607592	0.636347
1591	13	2842.298309	0.6907171
1614	13	2842.742509	0.4442
1626	13	2844.143604	1.4010951
1627	13	2846.051487	1.9078832
1635	13	2846.45385	0.4023628
1637	13	2847.46785	1.014
1657	13	2852.6957	5.22785
1670	13	2854.934663	2.2389633
1684	13	2859.023929	4.0892654
1688	13	2860.003194	0.9792658
1708	13	2862.406718	2.4035236
1713	13	2876.853756	14.4470384
1716	13	2879.159523	2.3057662
1719	13	2879.279645	0.1201224
1722	13	2880.281606	1.001961
1723	13	2880.647111	0.3655049
1727	13	2881.108935	0.4618245
1737	13	2882.382276	1.2733409
1738	13	2887.825648	5.443372
1781	14	2908.784895	20.9592464
1793	14	2909.844543	1.0596487
1803	14	2917.945553	8.1010096
1810	14	2918.731315	0.7857619
1815	14	2918.966955	0.23564
1842	14	2922.139868	3.172913
1858	14	2923.3093	1.1694318
1866	14	2929.002132	5.6928328
1891	14	2932.193457	3.191325
1914	14	2937.374532	5.1810744
1917	14	2937.669332	0.2948
1935	14	2938.521853	0.8525211
1937	14	2939.1582	0.636347
1942	14	2941.042128	1.8839278
1947	14	2941.333784	0.2916566
1963	14	2941.736147	0.4023628
1968	14	2946.963997	5.22785
1970	14	2952.50105	5.5370528
1977	14	2956.69855	4.1975
1989	14	2960.570135	3.8715848
2014	14	2961.260852	0.6907171
2024	14	2962.320501	1.0596487
2048	14	2964.040507	1.7200068
2072	14	2964.559464	0.5189565
2101	14	2965.53873	0.9792658
2136	14	2965.658852	0.1201224
2155	14	2967.271935	1.6130832
2183	14	2967.507575	0.23564
2188	14	2967.663765	0.15619
2194	14	2982.110804	14.4470384
2195	14	2984.514327	2.4035236
2204	14	2985.528327	1.014
2207	14	2986.314089	0.7857619
2225	14	2986.387742	0.0736531
2231	14	2994.488752	8.1010096
2239	14	2995.762093	1.2733409
2246	14	2996.056893	0.2948
2250	14	2997.116541	1.0596487
2257	14	2997.518904	0.4023628
2258	14	2997.825721	0.3068166
2278	14	3001.60817	3.7824488
2279	14	3007.271098	5.6629288
2303	14	3007.636603	0.3655049
2320	14	3012.817678	5.1810744
2339	14	3013.006911	0.1892328
2357	14	3018.234761	5.22785
2384	14	3018.526417	0.2916566
2387	14	3018.878912	0.3524949
2412	14	3022.070237	3.191325
2420	14	3024.376003	2.3057662
2430	14	3025.01235	0.636347
2437	14	3030.779243	5.7668932
2489	14	3031.223443	0.4442
2496	14	3032.283092	1.0596487
2507	14	3033.942992	1.6599
2516	14	3035.82692	1.8839278
2526	14	3037.546927	1.7200068
2560	14	3038.560927	1.014
2565	14	3041.73384	3.172913
2569	14	3042.735801	1.001961
2595	14	3044.348884	1.6130832
2611	14	3044.469006	0.1201224
2616	14	3044.987963	0.5189565
2627	14	3053.088972	8.1010096
2634	14	3054.092671	1.0036983
2636	14	3078.542572	24.4499008
2652	14	3080.018581	1.4760094
2656	14	3080.313381	0.2948
2673	14	3080.678886	0.3655049
2674	14	3081.658152	0.9792658
2688	14	3081.893792	0.23564
2732	14	3085.67624	3.7824488
2741	14	3086.366958	0.6907171
2762	14	3086.566477	0.1995196
2778	14	3087.626126	1.0596487
2788	14	3087.932942	0.3068166
2803	14	3088.458002	0.5250596
2829	14	3089.356147	0.8981446
2839	14	3090.141909	0.7857619
2848	14	3090.544271	0.4023628
2884	14	3096.401479	5.8572072
2886	14	3101.582553	5.1810744
2889	14	3102.931553	1.349
2890	14	3104.584773	1.65322
2899	15	3109.812623	5.22785
2916	15	3112.118389	2.3057662
2997	15	3112.410046	0.2916566
3000	15	3112.762541	0.3524949
3002	15	3114.375624	1.6130832
3006	15	3122.476633	8.1010096
3016	15	3122.632823	0.15619
3020	15	3122.998328	0.3655049
3030	15	3124.271669	1.2733409
3065	15	3124.345322	0.0736531
3113	15	3125.38085	1.0355276
3117	15	3126.382811	1.001961
3126	15	3130.16526	3.7824488
3137	15	3145.056498	14.8912384
3154	15	3146.116147	1.0596487
3158	15	3149.307472	3.191325
3196	15	3149.427594	0.1201224
3206	15	3151.147601	1.7200068
3214	15	3151.442401	0.2948
3222	15	3156.653901	5.2115
3236	15	3162.097273	5.443372
3265	15	3162.362616	0.2653434
3279	15	3162.998963	0.636347
3280	15	3163.401326	0.4023628
3290	15	3165.285254	1.8839278
3307	15	3168.458167	3.172913
3320	15	3172.329752	3.8715848
3328	15	3174.635518	2.3057662
3367	15	3175.001023	0.3655049
3374	15	3183.102033	8.1010096
3376	15	3183.627092	0.5250596
3386	15	3184.796524	1.1694318
3393	15	3185.103341	0.3068166
3406	15	3186.716424	1.6130832
3502	15	3190.498873	3.7824488
3529	15	3191.017829	0.5189565
3552	15	3191.253469	0.23564
3574	15	3192.267469	1.014
3584	15	3192.423659	0.15619
3623	15	3192.776154	0.3524949
3640	15	3198.439083	5.6629288
3642	15	3198.638602	0.1995196
3651	15	3199.617868	0.9792658
3654	15	3200.516013	0.8981446
3667	15	3201.517974	1.001961
3679	15	3201.591627	0.0736531
3707	15	3203.897393	2.3057662
3733	15	3204.262898	0.3655049
3745	15	3212.363908	8.1010096
3753	15	3213.354074	0.9901664
3758	15	3214.413723	1.0596487
3817	15	3219.641573	5.22785
3820	15	3220.166632	0.5250596
3823	15	3221.20216	1.0355276
3832	15	3223.89166	2.6895
3834	15	3225.504743	1.6130832
3853	15	3230.685817	5.1810744
3858	15	3231.130017	0.4442
3896	15	3234.912466	3.7824488
3966	15	3235.926466	1.014
3975	15	3240.123966	4.1975
4005	15	3240.244089	0.1201224
4024	15	3240.75704	0.5129516
4055	15	3241.048697	0.2916566
4088	15	3242.052395	1.0036983
4090	15	3245.92398	3.8715848
4093	15	3246.230797	0.3068166
4094	15	3249.40371	3.172913
4095	15	3252.204124	2.8004143
4121	15	3252.360314	0.15619
4133	15	3260.461323	8.1010096
4141	15	3260.826828	0.3655049
4145	15	3260.984818	0.15799
4158	15	3261.279618	0.2948
4178	15	3266.972451	5.6928328
4218	15	3267.497511	0.5250596
4224	15	3267.571164	0.0736531
4247	15	3268.573125	1.001961
4281	15	3268.772644	0.1995196
4292	15	3269.670789	0.8981446
4306	15	3270.073152	0.4023628
4330	15	3271.686235	1.6130832
4332	15	3272.03873	0.3524949
4338	15	3275.821179	3.7824488
4362	15	3276.856706	1.0355276
4378	15	3277.12205	0.2653434
4401	15	3278.842057	1.7200068
4438	15	3279.856057	1.014
4458	15	3281.739984	1.8839278
4492	15	3284.931309	3.191325
4504	15	3290.594238	5.6629288
4519	15	3296.131291	5.5370528
4524	15	3298.437057	2.3057662
4605	15	3298.962117	0.5250596
4621	15	3307.063126	8.1010096
4629	15	3307.428631	0.3655049
4647	15	3307.584821	0.15619
4672	15	3312.226521	4.6417
4708	15	3313.499862	1.2733409
4768	16	3317.371447	3.8715848
4791	16	3318.847456	1.4760094
4819	16	3318.921109	0.0736531
4829	16	3319.120629	0.1995196
4831	16	3320.156157	1.0355276
4851	16	3321.054301	0.8981446
4884	16	3322.056262	1.001961
4916	16	3325.838711	3.7824488
4920	16	3326.145528	0.3068166
4941	16	3328.549051	2.4035236
4953	16	3330.162134	1.6130832
4995	16	3330.514629	0.3524949
4996	16	3333.687542	3.172913
4997	16	3334.212602	0.5250596
5012	16	3348.65964	14.4470384
5036	16	3354.426534	5.7668932
5061	16	3356.7323	2.3057662
5097	16	3357.7463	1.014
5105	16	3358.749998	1.0036983
5114	16	3366.56446	7.8144616
5117	16	3366.829803	0.2653434
5210	16	3366.985993	0.15619
5271	16	3368.021521	1.0355276
5284	16	3369.674741	1.65322
5305	16	3375.367573	5.6928328
5307	16	3375.733078	0.3655049
5345	16	3375.932598	0.1995196
5347	16	3380.130098	4.1975
5358	16	3380.25022	0.1201224
5384	16	3381.148365	0.8981446
5398	16	3386.811294	5.6629288
5457	16	3387.336353	0.5250596
5470	16	3388.32652	0.9901664
5501	16	3388.788344	0.4618245
5507	16	3388.861997	0.0736531
5521	16	3389.306197	0.4442
5534	16	3393.177782	3.8715848
5571	16	3393.963544	0.7857619
5626	16	3394.816065	0.8525211
5637	16	3395.818026	1.001961
5675	16	3396.220389	0.4023628
5696	16	3397.696398	1.4760094
5729	16	3398.191046	0.4946481
5734	16	3399.226574	1.0355276
5770	16	3423.676475	24.4499008
5806	16	3425.001467	1.3249921
5809	16	3425.157657	0.15619
5813	16	3425.510152	0.3524949
5825	16	3429.292601	3.7824488
5881	16	3429.49212	0.1995196
5886	16	3431.797886	2.3057662
5909	16	3433.41097	1.6130832
5929	16	3445.67227	12.2613
5942	16	3446.570414	0.8981446
6040	16	3447.095474	0.5250596
6069	16	3447.40229	0.3068166
6077	16	3448.405989	1.0036983
6091	16	3449.096706	0.6907171
6100	16	3453.294206	4.1975
6116	16	3456.467119	3.172913
6137	16	3457.225651	0.7585317
6156	16	3457.560651	0.335
6205	16	3463.253483	5.6928328
6206	16	3469.020377	5.7668932
6221	16	3474.683305	5.6629288
6245	16	3475.718833	1.0355276
6312	16	3476.35518	0.636347
6373	16	3476.428833	0.0736531
6382	16	3480.300418	3.8715848
6405	16	3481.290584	0.9901664
6477	16	3481.490104	0.1995196
6486	16	3481.755447	0.2653434
6507	16	3481.911637	0.15619
6575	16	3482.809782	0.8981446
6589	16	3484.463002	1.65322
6591	16	3486.34693	1.8839278
6619	16	3487.822939	1.4760094
6622	16	3488.8249	1.001961
6629	16	3489.319548	0.4946481
6645	16	3489.763748	0.4442
6751	16	3492.453248	2.6895
6901	16	3493.488776	1.0355276
6922	16	3494.492474	1.0036983
6944	16	3495.017534	0.5250596
6951	16	3495.370029	0.3524949
7030	16	3496.384029	1.014
7043	16	3500.581529	4.1975
7211	16	3506.539705	5.9581762
7233	16	3506.90521	0.3655049
7252	16	3507.418161	0.5129516
7257	16	3507.937118	0.5189565
7258	16	3508.136637	0.1995196
7273	16	3513.799566	5.6629288
7332	16	3514.789733	0.9901664
7340	16	3518.661317	3.8715848
7389	17	3524.428211	5.7668932
7400	17	3525.326355	0.8981446
7408	17	3525.821003	0.4946481
7424	17	3525.977193	0.15619
7446	17	3533.791655	7.8144616
7473	17	3534.160108	0.3684531
7498	17	3535.636117	1.4760094
7621	17	3547.897417	12.2613
7645	17	3551.07033	3.172913
7676	17	3551.40533	0.335
7711	17	3553.05855	1.65322
7733	17	3553.29419	0.23564
7904	17	3554.329718	1.0355276
7990	17	3554.636535	0.3068166
8002	17	3556.942301	2.3057662
8017	17	3557.207644	0.2653434
8023	17	3557.651844	0.4442
8075	17	3558.655542	1.0036983
8095	17	3558.947199	0.2916566
8150	17	3564.128273	5.1810744
8168	17	3566.236005	2.1077313
8180	17	3590.685906	24.4499008
8237	17	3591.676072	0.9901664
8302	17	3595.873572	4.1975
8324	17	3601.566405	5.6928328
8333	17	3602.324936	0.7585317
8364	17	3603.326897	1.001961
8443	17	3608.989826	5.6629288
8489	17	3609.189346	0.1995196
8503	17	3611.878846	2.6895
8542	17	3617.645739	5.7668932
8559	17	3618.158691	0.5129516
8566	17	3622.030275	3.8715848
8612	17	3634.291575	12.2613
8668	17	3638.074024	3.7824488
8678	17	3638.972169	0.8981446
8691	17	3640.448178	1.4760094
8744	17	3648.26264	7.8144616
8778	17	3649.241906	0.9792658
8864	17	3649.594401	0.3524949
8904	17	3651.247621	1.65322
8953	17	3651.742269	0.4946481
8968	17	3652.007612	0.2653434
9132	17	3652.997778	0.9901664
9155	17	3658.225628	5.22785
9305	17	3658.299282	0.0736531
9347	17	3659.30298	1.0036983
9365	17	3659.828039	0.5250596
9507	17	3672.089339	12.2613
9557	17	3677.782172	5.6928328
9591	17	3677.938362	0.15619
9656	17	3678.451314	0.5129516
9790	17	3684.976739	6.5254249
9841	17	3685.311739	0.335
9878	17	3690.974668	5.6629288
9909	17	3691.469316	0.4946481
9914	17	3691.589438	0.1201224
9973	17	3694.278938	2.6895
10021	17	3695.754947	1.4760094
10086	17	3703.569409	7.8144616
10152	17	3704.013609	0.4442
10195	17	3705.003775	0.9901664
10216	17	3709.201275	4.1975
10250	17	3709.466619	0.2653434
10280	17	3712.639532	3.172913
10312	18	3737.089433	24.4499008
10335	18	3738.809439	1.7200068
10449	18	3739.844967	1.0355276
10469	18	3741.498187	1.65322
10495	18	3753.759487	12.2613
10586	18	3757.631072	3.8715848
10604	18	3758.033435	0.4023628
10751	18	3758.546386	0.5129516
11059	18	3759.304918	0.7585317
11112	18	3759.799566	0.4946481
11164	18	3760.803264	1.0036983
11236	18	3766.570158	5.7668932
11239	18	3772.26299	5.6928328
11417	18	3774.95249	2.6895
11444	18	3782.766952	7.8144616
11476	18	3785.958277	3.191325
11596	18	3786.948443	0.9901664
11684	18	3799.209743	12.2613
11893	18	3800.685753	1.4760094
11967	18	3801.198704	0.5129516
12109	18	3806.861633	5.6629288
12244	18	3807.196633	0.335
12331	18	3807.955165	0.7585317
12345	18	3809.608385	1.65322
12424	18	3810.506529	0.8981446
12441	18	3834.95643	24.4499008
12548	18	3835.15595	0.1995196
12873	18	3835.650598	0.4946481
13011	18	3843.46506	7.8144616
13101	18	3846.15456	2.6895
13175	18	3858.41586	12.2613
13195	18	3864.182753	5.7668932
13336	18	3865.456094	1.2733409
13387	18	3865.969045	0.5129516
13674	18	3871.661878	5.6928328
13689	18	3872.42041	0.7585317
13712	18	3872.685753	0.2653434
13755	18	3873.67592	0.9901664
13798	18	3874.679618	1.0036983
14080	18	3875.681579	1.001961
14321	18	3876.016579	0.335
14686	18	3883.83104	7.8144616
14849	18	3885.48426	1.65322
14861	18	3909.934161	24.4499008
15075	18	3923.671471	13.7373094
15081	19	3938.118509	14.4470384
15204	19	3938.877041	0.7585317
15205	19	3939.389992	0.5129516
15207	19	3942.079492	2.6895
15540	19	3942.153145	0.0736531
15603	19	3942.50564	0.3524949
15618	19	3944.389568	1.8839278
16242	19	3944.696385	0.3068166
16274	19	3950.463278	5.7668932
16920	19	3950.907478	0.4442
16942	19	3951.242478	0.335
16973	19	3959.05694	7.8144616
17063	19	3959.815471	0.7585317
17723	19	3963.687056	3.8715848
17806	19	3964.181704	0.4946481
17860	19	3988.631605	24.4499008
17907	19	3989.144557	0.5129516
18078	19	4001.405857	12.2613
18087	19	4004.095357	2.6895
18784	19	4005.748577	1.65322
19432	19	4009.946077	4.1975
19638	19	4010.704608	0.7585317
19681	19	4016.367537	5.6629288
20268	19	4024.181999	7.8144616
20652	19	4025.172165	0.9901664
20687	19	4025.507165	0.335
21485	19	4049.957066	24.4499008
22020	19	4053.129979	3.172913
22217	19	4058.822812	5.6928328
22462	19	4061.512312	2.6895
22806	19	4062.988321	1.4760094
23636	19	4063.992019	1.0036983
26635	19	4069.758913	5.7668932
26920	19	4082.020213	12.2613
27285	19	4106.470113	24.4499008
27312	19	4107.228645	0.7585317
27387	19	4107.741597	0.5129516
28953	19	4109.394817	1.65322
29393	19	4109.729817	0.335
31358	19	4117.544278	7.8144616
34682	19	4120.233778	2.6895
43279	19	4144.683679	24.4499008
